Age group,1st July 1984,,,1st July 1985,,,1st July 1986,,,1st July 1987,,,1st July 1988,,,1st July 1989,,,1st July 1990,,,1st July 1991,,,1st July 1992,,,1st July 1993,,,1st July 1994,,,1st July 1995,,,1st July 1996,,,1st July 1997,,,1st July 1998,,,1st July 1999,,,1st July 2000,,,1st July 2001,,,1st July 2002,,,1st July 2003,,,1st July 2004,,,1st July 2005,,,1st July 2006,,,1st July 2007,,,1st July 2008,,,1st July 2009,,,1st July 2010,,,1st July 2011,,,1st July 2012,,,1st July 2013,,,1st July 2014,,,1st July 2015,,,1st July 2016,,
,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes
40 - 44," 21,121 "," 22,264 "," 43,385 "," 22,329 "," 23,496 "," 45,825 "," 22,906 "," 24,819 "," 47,725 "," 23,301 "," 25,899 "," 49,200 "," 25,382 "," 26,977 "," 52,359 "," 26,307 "," 27,741 "," 54,048 "," 29,459 "," 29,691 "," 59,150 "," 33,007 "," 32,642 "," 65,649 "," 35,160 "," 34,629 "," 69,789 "," 37,226 "," 36,422 "," 73,648 "," 38,840 "," 37,789 "," 76,629 "," 39,345 "," 38,310 "," 77,655 "," 39,792 "," 38,711 "," 78,503 "," 41,362 "," 40,087 "," 81,449 "," 41,987 "," 40,632 "," 82,619 "," 43,160 "," 41,914 "," 85,074 "," 44,742 "," 43,573 "," 88,315 "," 45,192 "," 43,938 "," 89,130 "," 45,744 "," 44,917 "," 90,661 "," 46,968 "," 45,695 "," 92,663 "," 48,299 "," 46,935 "," 95,234 "," 48,848 "," 47,557 "," 96,405 "," 49,777 "," 48,719 "," 98,496 "," 49,191 "," 47,849 "," 97,040 "," 48,533 "," 47,683 "," 96,216 "," 46,624 "," 45,850 "," 92,474 "," 45,911 "," 44,957 "," 90,868 "," 43,954 "," 42,972 "," 86,926 "," 42,742 "," 41,861 "," 84,603 "," 41,158 "," 39,962 "," 81,120 "," 41,391 "," 40,316 "," 81,707 "," 41,443 "," 40,294 "," 81,737 "," 41,783 "," 40,727 "," 82,510 "
45 - 49," 19,411 "," 19,403 "," 38,814 "," 19,992 "," 19,683 "," 39,675 "," 19,073 "," 19,901 "," 38,974 "," 18,822 "," 19,660 "," 38,482 "," 19,182 "," 20,966 "," 40,148 "," 20,646 "," 22,837 "," 43,483 "," 21,220 "," 22,104 "," 43,324 "," 21,847 "," 23,142 "," 44,989 "," 23,265 "," 24,256 "," 47,521 "," 25,353 "," 26,317 "," 51,670 "," 26,467 "," 27,536 "," 54,003 "," 28,333 "," 29,025 "," 57,358 "," 31,869 "," 31,953 "," 63,822 "," 33,913 "," 33,978 "," 67,891 "," 35,959 "," 35,857 "," 71,816 "," 37,521 "," 37,211 "," 74,732 "," 38,343 "," 38,074 "," 76,417 "," 38,712 "," 38,348 "," 77,060 "," 40,311 "," 39,589 "," 79,900 "," 40,873 "," 40,245 "," 81,118 "," 41,847 "," 41,300 "," 83,147 "," 43,316 "," 42,596 "," 85,912 "," 43,830 "," 43,061 "," 86,891 "," 44,458 "," 44,152 "," 88,610 "," 45,709 "," 45,063 "," 90,772 "," 47,067 "," 46,411 "," 93,478 "," 47,711 "," 47,147 "," 94,858 "," 48,688 "," 48,381 "," 97,069 "," 47,961 "," 47,390 "," 95,351 "," 47,464 "," 47,031 "," 94,495 "," 45,656 "," 45,130 "," 90,786 "," 44,742 "," 43,935 "," 88,677 "," 42,634 "," 41,739 "," 84,373 "
50 - 54," 16,801 "," 16,320 "," 33,121 "," 17,467 "," 16,899 "," 34,366 "," 18,568 "," 17,591 "," 36,159 "," 19,312 "," 19,089 "," 38,401 "," 19,509 "," 19,853 "," 39,362 "," 19,201 "," 20,126 "," 39,327 "," 17,893 "," 18,976 "," 36,869 "," 17,806 "," 18,766 "," 36,572 "," 17,868 "," 18,941 "," 36,809 "," 17,811 "," 18,867 "," 36,678 "," 19,046 "," 20,173 "," 39,219 "," 19,960 "," 21,430 "," 41,390 "," 20,644 "," 22,447 "," 43,091 "," 21,988 "," 23,585 "," 45,573 "," 23,978 "," 25,655 "," 49,633 "," 25,134 "," 26,858 "," 51,992 "," 27,170 "," 28,560 "," 55,730 "," 30,696 "," 31,643 "," 62,339 "," 32,540 "," 33,456 "," 65,996 "," 34,615 "," 35,157 "," 69,772 "," 36,078 "," 36,483 "," 72,561 "," 36,590 "," 36,980 "," 73,570 "," 36,927 "," 37,296 "," 74,223 "," 38,566 "," 38,616 "," 77,182 "," 39,105 "," 39,345 "," 78,450 "," 40,013 "," 40,434 "," 80,447 "," 41,435 "," 41,770 "," 83,205 "," 41,921 "," 42,305 "," 84,226 "," 42,672 "," 43,432 "," 86,104 "," 43,740 "," 44,327 "," 88,067 "," 45,022 "," 45,376 "," 90,398 "," 45,700 "," 46,155 "," 91,855 "," 46,742 "," 47,271 "," 94,013 "
55 - 59," 16,940 "," 16,695 "," 33,635 "," 16,797 "," 16,411 "," 33,208 "," 15,917 "," 15,888 "," 31,805 "," 15,380 "," 15,480 "," 30,860 "," 15,620 "," 15,479 "," 31,099 "," 15,704 "," 15,502 "," 31,206 "," 15,220 "," 16,017 "," 31,237 "," 15,572 "," 16,606 "," 32,178 "," 16,235 "," 17,376 "," 33,611 "," 16,444 "," 17,840 "," 34,284 "," 16,060 "," 17,773 "," 33,833 "," 16,382 "," 18,137 "," 34,519 "," 16,373 "," 17,952 "," 34,325 "," 16,405 "," 18,152 "," 34,557 "," 16,307 "," 18,097 "," 34,404 "," 17,478 "," 19,376 "," 36,854 "," 18,624 "," 20,650 "," 39,274 "," 19,220 "," 21,523 "," 40,743 "," 20,543 "," 22,761 "," 43,304 "," 22,373 "," 24,806 "," 47,179 "," 23,471 "," 25,896 "," 49,367 "," 25,281 "," 27,499 "," 52,780 "," 28,642 "," 30,549 "," 59,191 "," 30,481 "," 32,393 "," 62,874 "," 32,571 "," 34,139 "," 66,710 "," 33,990 "," 35,549 "," 69,539 "," 34,528 "," 36,157 "," 70,685 "," 34,944 "," 36,583 "," 71,527 "," 36,276 "," 37,830 "," 74,106 "," 36,751 "," 38,364 "," 75,115 "," 37,858 "," 39,474 "," 77,332 "," 39,071 "," 40,660 "," 79,731 "," 39,593 "," 41,051 "," 80,644 "
60 - 64," 12,720 "," 13,301 "," 26,021 "," 14,138 "," 14,212 "," 28,350 "," 15,090 "," 15,153 "," 30,243 "," 15,265 "," 15,306 "," 30,571 "," 15,235 "," 15,075 "," 30,310 "," 15,304 "," 15,254 "," 30,558 "," 14,427 "," 15,748 "," 30,175 "," 13,510 "," 15,067 "," 28,577 "," 12,878 "," 14,464 "," 27,342 "," 12,732 "," 14,399 "," 27,131 "," 13,059 "," 14,666 "," 27,725 "," 13,282 "," 14,864 "," 28,146 "," 13,686 "," 15,453 "," 29,139 "," 14,274 "," 16,187 "," 30,461 "," 14,441 "," 16,698 "," 31,139 "," 14,116 "," 16,637 "," 30,753 "," 14,809 "," 17,250 "," 32,059 "," 14,954 "," 17,229 "," 32,183 "," 14,942 "," 17,209 "," 32,151 "," 14,933 "," 17,312 "," 32,245 "," 16,051 "," 18,469 "," 34,520 "," 16,993 "," 19,635 "," 36,628 "," 17,552 "," 20,573 "," 38,125 "," 18,886 "," 21,867 "," 40,753 "," 20,586 "," 23,852 "," 44,438 "," 21,629 "," 24,979 "," 46,608 "," 23,378 "," 26,569 "," 49,947 "," 26,544 "," 29,635 "," 56,179 "," 28,296 "," 31,322 "," 59,618 "," 30,158 "," 33,055 "," 63,213 "," 31,292 "," 34,287 "," 65,579 "," 31,699 "," 34,674 "," 66,373 "," 32,115 "," 34,977 "," 67,092 "
65 - 69," 8,645 "," 9,721 "," 18,366 "," 8,477 "," 9,725 "," 18,202 "," 8,650 "," 9,843 "," 18,493 "," 8,679 "," 10,682 "," 19,361 "," 9,208 "," 11,337 "," 20,545 "," 9,971 "," 12,297 "," 22,268 "," 11,063 "," 12,699 "," 23,762 "," 11,796 "," 13,465 "," 25,261 "," 12,094 "," 13,951 "," 26,045 "," 12,315 "," 14,340 "," 26,655 "," 12,111 "," 14,301 "," 26,412 "," 11,810 "," 14,111 "," 25,921 "," 11,148 "," 13,602 "," 24,750 "," 10,671 "," 13,010 "," 23,681 "," 10,598 "," 12,938 "," 23,536 "," 10,918 "," 13,214 "," 24,132 "," 11,405 "," 13,604 "," 25,009 "," 11,855 "," 14,200 "," 26,055 "," 12,491 "," 15,078 "," 27,569 "," 12,708 "," 15,438 "," 28,146 "," 12,500 "," 15,528 "," 28,028 "," 12,830 "," 15,851 "," 28,681 "," 12,924 "," 15,752 "," 28,676 "," 13,010 "," 15,825 "," 28,835 "," 13,018 "," 15,954 "," 28,972 "," 14,027 "," 17,054 "," 31,081 "," 14,836 "," 18,148 "," 32,984 "," 15,365 "," 19,032 "," 34,397 "," 16,492 "," 20,273 "," 36,765 "," 18,096 "," 22,080 "," 40,176 "," 19,114 "," 23,159 "," 42,273 "," 20,668 "," 24,762 "," 45,430 "," 23,436 "," 27,624 "," 51,060 "
70 - 74," 5,585 "," 7,281 "," 12,866 "," 5,862 "," 7,561 "," 13,423 "," 6,027 "," 7,604 "," 13,631 "," 6,391 "," 8,025 "," 14,416 "," 6,843 "," 7,988 "," 14,831 "," 6,498 "," 7,816 "," 14,314 "," 6,307 "," 8,041 "," 14,348 "," 6,510 "," 8,417 "," 14,927 "," 6,786 "," 8,784 "," 15,570 "," 7,151 "," 9,141 "," 16,292 "," 7,787 "," 9,870 "," 17,657 "," 8,385 "," 10,722 "," 19,107 "," 9,036 "," 11,431 "," 20,467 "," 9,212 "," 11,932 "," 21,144 "," 9,358 "," 12,368 "," 21,726 "," 9,259 "," 12,374 "," 21,633 "," 9,268 "," 11,956 "," 21,224 "," 8,763 "," 11,544 "," 20,307 "," 8,483 "," 11,153 "," 19,636 "," 8,510 "," 11,197 "," 19,707 "," 8,885 "," 11,470 "," 20,355 "," 9,117 "," 11,903 "," 21,020 "," 9,434 "," 12,382 "," 21,816 "," 10,008 "," 13,169 "," 23,177 "," 10,263 "," 13,515 "," 23,778 "," 10,091 "," 13,669 "," 23,760 "," 10,459 "," 13,995 "," 24,454 "," 10,595 "," 13,937 "," 24,532 "," 10,698 "," 13,995 "," 24,693 "," 10,690 "," 14,135 "," 24,825 "," 11,496 "," 15,232 "," 26,728 "," 12,289 "," 16,277 "," 28,566 "," 12,758 "," 16,951 "," 29,709 "
75 - 79," 2,846 "," 4,495 "," 7,341 "," 2,799 "," 4,527 "," 7,326 "," 2,899 "," 4,648 "," 7,547 "," 2,867 "," 4,533 "," 7,400 "," 2,838 "," 5,020 "," 7,858 "," 3,290 "," 5,640 "," 8,930 "," 3,815 "," 5,925 "," 9,740 "," 3,923 "," 5,905 "," 9,828 "," 4,128 "," 6,116 "," 10,244 "," 4,251 "," 6,312 "," 10,563 "," 4,169 "," 6,193 "," 10,362 "," 4,220 "," 6,261 "," 10,481 "," 4,353 "," 6,620 "," 10,973 "," 4,546 "," 6,857 "," 11,403 "," 4,785 "," 7,163 "," 11,948 "," 5,293 "," 7,789 "," 13,082 "," 5,905 "," 8,682 "," 14,587 "," 6,409 "," 9,197 "," 15,606 "," 6,512 "," 9,456 "," 15,968 "," 6,716 "," 9,827 "," 16,543 "," 6,625 "," 9,725 "," 16,350 "," 6,618 "," 9,584 "," 16,202 "," 6,220 "," 9,298 "," 15,518 "," 6,069 "," 9,080 "," 15,149 "," 6,198 "," 9,155 "," 15,353 "," 6,498 "," 9,466 "," 15,964 "," 6,700 "," 9,877 "," 16,577 "," 7,117 "," 10,382 "," 17,499 "," 7,513 "," 10,993 "," 18,506 "," 7,694 "," 11,214 "," 18,908 "," 7,751 "," 11,346 "," 19,097 "," 8,009 "," 11,652 "," 19,661 "," 8,072 "," 11,716 "," 19,788 "
80 - 84," 1,095 "," 2,670 "," 3,765 "," 1,217 "," 2,735 "," 3,952 "," 1,295 "," 2,803 "," 4,098 "," 1,420 "," 2,778 "," 4,198 "," 1,387 "," 2,666 "," 4,053 "," 1,260 "," 2,558 "," 3,818 "," 1,514 "," 3,110 "," 4,624 "," 1,662 "," 3,265 "," 4,927 "," 1,723 "," 3,304 "," 5,027 "," 1,729 "," 3,351 "," 5,080 "," 2,002 "," 3,676 "," 5,678 "," 2,078 "," 3,911 "," 5,989 "," 2,219 "," 3,949 "," 6,168 "," 2,343 "," 4,115 "," 6,458 "," 2,402 "," 4,344 "," 6,746 "," 2,348 "," 4,229 "," 6,577 "," 2,506 "," 4,417 "," 6,923 "," 2,631 "," 4,771 "," 7,402 "," 2,844 "," 4,973 "," 7,817 "," 3,079 "," 5,167 "," 8,246 "," 3,427 "," 5,764 "," 9,191 "," 3,709 "," 6,309 "," 10,018 "," 3,941 "," 6,659 "," 10,600 "," 4,117 "," 6,917 "," 11,034 "," 4,264 "," 7,228 "," 11,492 "," 4,179 "," 7,159 "," 11,338 "," 4,285 "," 7,130 "," 11,415 "," 4,050 "," 7,025 "," 11,075 "," 3,948 "," 6,844 "," 10,792 "," 3,974 "," 6,963 "," 10,937 "," 4,194 "," 7,151 "," 11,345 "," 4,391 "," 7,431 "," 11,822 "," 4,639 "," 7,779 "," 12,418 "
85 +, 419 ," 1,556 "," 1,975 ", 423 ," 1,646 "," 2,069 ", 453 ," 1,688 "," 2,141 ", 452 ," 1,748 "," 2,200 ", 554 ," 1,932 "," 2,486 ", 531 ," 2,042 "," 2,573 ", 680 ," 2,172 "," 2,852 ", 746 ," 2,281 "," 3,027 ", 787 ," 2,360 "," 3,147 ", 829 ," 2,504 "," 3,333 ", 841 ," 2,507 "," 3,348 ", 867 ," 2,553 "," 3,420 ", 937 ," 2,683 "," 3,620 ", 963 ," 2,666 "," 3,629 ", 961 ," 2,657 "," 3,618 "," 1,092 "," 2,803 "," 3,895 "," 1,324 "," 3,410 "," 4,734 "," 1,469 "," 3,533 "," 5,002 "," 1,598 "," 3,799 "," 5,397 "," 1,635 "," 3,991 "," 5,626 "," 1,651 "," 4,020 "," 5,671 "," 1,686 "," 4,194 "," 5,880 "," 1,756 "," 4,382 "," 6,138 "," 1,931 "," 4,650 "," 6,581 "," 2,065 "," 4,839 "," 6,904 "," 2,303 "," 5,181 "," 7,484 "," 2,455 "," 5,619 "," 8,074 "," 2,697 "," 5,991 "," 8,688 "," 2,807 "," 6,233 "," 9,040 "," 2,959 "," 6,448 "," 9,407 "," 3,038 "," 6,583 "," 9,621 "," 3,110 "," 6,737 "," 9,847 "," 3,043 "," 6,803 "," 9,846 "
All ages," 488,349 "," 488,780 "," 977,129 "," 493,900 "," 491,310 "," 985,210 "," 497,659 "," 496,192 "," 993,851 "," 501,221 "," 502,573 "," 1,003,794 "," 506,710 "," 509,886 "," 1,016,596 "," 510,627 "," 516,186 "," 1,026,813 "," 512,005 "," 512,566 "," 1,024,571 "," 517,195 "," 518,612 "," 1,035,807 "," 525,751 "," 524,216 "," 1,049,967 "," 532,599 "," 530,211 "," 1,062,810 "," 539,715 "," 538,231 "," 1,077,946 "," 544,185 "," 543,158 "," 1,087,343 "," 549,671 "," 548,997 "," 1,098,668 "," 556,428 "," 556,208 "," 1,112,636 "," 562,166 "," 562,342 "," 1,124,508 "," 569,051 "," 569,918 "," 1,138,969 "," 570,512 "," 580,582 "," 1,151,094 "," 574,974 "," 585,109 "," 1,160,083 "," 578,833 "," 589,162 "," 1,167,995 "," 582,779 "," 593,544 "," 1,176,323 "," 586,306 "," 597,227 "," 1,183,533 "," 589,631 "," 600,730 "," 1,190,361 "," 592,221 "," 603,455 "," 1,195,676 "," 594,908 "," 605,979 "," 1,200,887 "," 596,795 "," 608,160 "," 1,204,955 "," 597,903 "," 609,939 "," 1,207,842 "," 599,086 "," 611,305 "," 1,210,391 "," 599,687 "," 612,283 "," 1,211,970 "," 601,158 "," 613,829 "," 1,214,987 "," 602,493 "," 614,848 "," 1,217,341 "," 603,473 "," 615,792 "," 1,219,265 "," 604,118 "," 616,545 "," 1,220,663 "," 604,444 "," 616,769 "," 1,221,213 "
Note:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(i) Figures from 1984 to 1989 are based on the 1983 population  census  and figures from 1991 to 1999 are based on the 1990 population census.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    These figures will be different from table 1(a) as population by age group was not revised for these years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(iii) Figures from 2001 to 2015 have been revised  based on the 2011 population  census,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
